location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
121.374323,31.185582	程家桥路228弄	闵行区	上海市	B00155QTR9	[]	上海市建材行业环境保护监测站	上海市	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	121.374323	31.185582	310000	上海市	环境监测中心
120.982194,31.091133	牛头山路东100米	青浦区	上海市	B0FFI8A7RN	[]	青浦淀山湖环境监测子站	上海市	[]	政府机构及社会团体;政府机关;政府机关相关	130100	120.982194	31.091133	310000	上海市	环境监测中心
121.391363,31.619693	崇明南门路288号附近	崇明区	上海市	B0FFIK0R39	[]	长江渔业资源与环境监测河口基层站	上海市	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	121.391363	31.619693	310000	上海市	环境监测中心
121.798703,31.042887	海长路西50米	浦东新区	上海市	B00155Q6HR	[]	上海市南汇桃子研究所(南汇环境监测站西南)	上海市	[]	科教文化服务;科研机构;科研机构	141300	121.798703	31.042887	310000	上海市	环境监测中心
121.416023,31.004408	红园路9号	闵行区	上海市	B0FFH7VZY3	[]	上海市闵行区环境检测站	上海市	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	121.416023	31.004408	310000	上海市	环境监测中心
121.453811,31.274732	广中西路1207号3楼	静安区	上海市	B00154333C	[]	闸北环境监察支队	上海市	021-56381850	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	121.453811	31.274732	310000	上海市	环境监测中心
121.374298,30.730409	金山嘴沪杭公路6470号	金山区	上海市	B00157HRMH	[]	大山商行	上海市	021-57240142;18930044983	购物服务;便民商店/便利店;便民商店/便利店	060200	121.374298	30.730409	310000	上海市	环境监测中心
121.375421,30.731740	沪杭公路6420号	金山区	上海市	B00156GOMN	[]	望海湾海鲜楼	上海市	021-57240178	餐饮服务;中餐厅;海鲜酒楼	050119	121.375421	30.731740	310000	上海市	环境监测中心
121.375740,30.732265	沪杭公路6410号附近	金山区	上海市	B00157HRMD	[]	小桥商店	上海市	021-57240189	购物服务;便民商店/便利店;便民商店/便利店	060200	121.375740	30.732265	310000	上海市	环境监测中心
121.483743,31.687628	北沿公路2288号东平国家森林公园内	崇明区	上海市	B0FFG27HTG	[]	上海市崇明区环境保护局环境空气自动监测森林公园站	上海市	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	121.483743	31.687628	310000	上海市	环境监测中心
121.477807,31.204227	斜土路433号	黄浦区	上海市	B0FFF9ZPCF	[]	上海轻工环境保护压力容器监测总站	上海市	[]	公司企业;公司;公司	170200	121.477807	31.204227	310000	上海市	环境监测中心
121.622279,31.291254	高设路139号	浦东新区	上海市	B0FFF3YIKJ	[]	上海乐洁环境检测技术服务中心	上海市	18721712848	政府机构及社会团体;政府机关;政府机关相关	130100	121.622279	31.291254	310000	上海市	环境监测中心
121.526198,31.258204	平凉路716实业大厦商务中心5层527	杨浦区	上海市	B00155GHSG	[]	欧萨(OHSA)环境公共卫生&职业健康检测实验室	上海市	[]	科教文化服务;科研机构;科研机构	141300	121.526198	31.258204	310000	上海市	环境监测中心
114.271981,30.601801	北湖街办事处新华路422号	江汉区	武汉市	B001B0I2L4	[]	武汉市环境监测中心	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.271981	30.601801	420000	湖北省	环境监测中心
114.126787,31.573020	前进大道58号	大悟县	孝感市	B0FFG0V3DN	[]	大悟县环境监测中心	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.126787	31.573020	420000	湖北省	环境监测中心
114.366985,30.529496	八一路338号	洪山区	武汉市	B001B0IY0V	[]	湖北省环境监测中心站	湖北省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	114.366985	30.529496	420000	湖北省	环境监测中心
112.251859,30.339785	南国路与塔桥路交叉口东北100米	沙市区	荆州市	B0FFI5VS9J	[]	荆江水环境监测中心	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	112.251859	30.339785	420000	湖北省	环境监测中心
114.253937,30.585018	建设大道384号科研大楼	硚口区	武汉市	B001B0IUPL	[]	湖北省交通环境监测中心站	湖北省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	114.253937	30.585018	420000	湖北省	环境监测中心
114.301005,30.616242	永清小路13号	江岸区	武汉市	B001B0JV8U	[]	长江流域水环境监测中心	湖北省	027-82927456	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.301005	30.616242	420000	湖北省	环境监测中心
111.296752,30.690366	胜利四路20号	伍家岗区	宜昌市	B02CD019FF	[]	长江三峡水环境监测中心	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	111.296752	30.690366	420000	湖北省	环境监测中心
114.303087,30.603933	解放大道1262号	江岸区	武汉市	B0FFGQ4I6C	[]	长江航务管理局交通运输部环境监测中心站	湖北省	027-51762084	政府机构及社会团体;公检法机构;公证鉴定机构|政府机构及社会团体;政府机关;政府机关相关	130505|130100	114.303087	30.603933	420000	湖北省	环境监测中心
109.486952,30.267306	东风大道与清江东路交叉口东北50米	恩施市	恩施土家族苗族自治州	B02CE0363Z	[]	恩施土家族苗族自治州水资源水环境监测中心	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	109.486952	30.267306	420000	湖北省	环境监测中心
110.690540,31.743426	松柏镇博物馆路17号	神农架林区	神农架林区	B06B7003OY	[]	神农架林区环境监测站	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	110.690540	31.743426	420000	湖北省	环境监测中心
112.893218,30.413473	环保巷27号	潜江市	潜江市	B0AA8004W2	[]	潜江市室内环境检测中心	湖北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	112.893218	30.413473	420000	湖北省	环境监测中心
114.393850,30.484403	民族大道182号	洪山区	武汉市	B0FFFDB488	[]	中南民族大学Seohae环境检测中心	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.393850	30.484403	420000	湖北省	环境监测中心
113.379102,31.689922	迎宾大道9号随州市安全生产监督管理局附近	曾都区	随州市	B0FFHI4RF0	[]	湖北省水环境监测中心随州分中心	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	113.379102	31.689922	420000	湖北省	环境监测中心
113.920858,30.921648	园林路66号	孝南区	孝感市	B0FFGI1GX2	[]	湖北省水环境监测中心孝感分中心	湖北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	113.920858	30.921648	420000	湖北省	环境监测中心
109.486968,30.267333	东风大道597号	恩施市	恩施土家族苗族自治州	B02CE0PJOF	[]	湖北省水环境监测中心恩施分中心	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	109.486968	30.267333	420000	湖北省	环境监测中心
112.144744,32.060630	振兴路4号	樊城区	襄阳市	B02C60QDYL	[]	湖北省水环境监测中心襄阳分中心	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	112.144744	32.060630	420000	湖北省	环境监测中心
111.306770,30.763275	湖光路6-13号附近	夷陵区	宜昌市	B0FFHD7AQ6	[]	湖北省宜昌地质环境监测保护中心	湖北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	111.306770	30.763275	420000	湖北省	环境监测中心
114.544163,30.477153	东湖新技术开发区高新大道858号生物医药产业园加速器二期B11栋3层	江夏区	武汉市	B0FFGBXOY0	[]	武汉市环境监测中心江南站	湖北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.544163	30.477153	420000	湖北省	环境监测中心
114.371950,30.528630	珞南街道八一路346号	洪山区	武汉市	B0FFGXY2BH	[]	湖北省核与辐射环境监测技术中心	湖北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	114.371950	30.528630	420000	湖北省	环境监测中心
110.785413,32.647391	滨河巷4-A	茅箭区	十堰市	B02CF01ZOB	[]	湖北省环境监测中心十堰室内环境监测分中心	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	110.785413	32.647391	420000	湖北省	环境监测中心
113.697136,31.250692	府东南路189号附近	安陆市	孝感市	B0FFH04LF1	[]	中共安陆市环境监测站支部委员会	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	113.697136	31.250692	420000	湖北省	环境监测中心
114.365521,30.512353	卓刀泉南路4号附近	洪山区	武汉市	B0FFI2IN6Q	[]	三峡工程生态与环境监测系统森林资源监测湖北中心站	湖北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	114.365521	30.512353	420000	湖北省	环境监测中心
114.399681,30.519269	樟园路与西一路交叉口西北50米	洪山区	武汉市	B0FFG4I2HX	[]	教育部中国大陆构造环境监测网络联合研究中心办公室	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.399681	30.519269	420000	湖北省	环境监测中心
111.755911,30.431754	体育路2号附近	枝江市	宜昌市	B0FFH09BXI	[]	中共枝江市环境监测站总支部委员会	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	111.755911	30.431754	420000	湖北省	环境监测中心
114.313641,30.556132	公平路17号	武昌区	武汉市	B001B0IQDE	[]	武汉市武昌区环境保护监测站	湖北省	027-88216316	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.313641	30.556132	420000	湖北省	环境监测中心
112.131430,32.069067	高新区团山镇长虹北路35号地矿天地新大门	樊城区	襄阳市	B0FFGHQICK	[]	湖北省襄阳地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	112.131430	32.069067	420000	湖北省	环境监测中心
114.399681,30.519269	樟园路与西一路交叉口西北50米	洪山区	武汉市	B001B1BXPK	[]	教育部中国大陆构造环境监测网络联合研究中心中国地质大学(武汉)分中心	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.399681	30.519269	420000	湖北省	环境监测中心
114.886351,30.459296	东门路西200米	黄州区	黄冈市	B0FFGI8GC2	[]	湖北省黄冈地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.886351	30.459296	420000	湖北省	环境监测中心
114.341499,29.838047	银泉大道723号	咸安区	咸宁市	B0FFGC6TIY	[]	湖北省咸宁地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.341499	29.838047	420000	湖北省	环境监测中心
109.496567,30.283418	土桥大道10号4栋附近	恩施市	恩施土家族苗族自治州	B0FFHKDMP1	[]	湖北省恩施地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	109.496567	30.283418	420000	湖北省	环境监测中心
112.106835,32.039783	人民西路160号	樊城区	襄阳市	B0FFFWPTOL	[]	湖北省襄阳地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	112.106835	32.039783	420000	湖北省	环境监测中心
114.894723,30.369781	滨湖南路60号附近	鄂城区	鄂州市	B0FFHUC5OS	[]	湖北省鄂州地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	114.894723	30.369781	420000	湖北省	环境监测中心
115.078994,30.217505	湖滨大道136号附近	黄石港区	黄石市	B0FFG25N18	[]	湖北省黄石地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	115.078994	30.217505	420000	湖北省	环境监测中心
111.322867,30.768423	夷兴大道35号	夷陵区	宜昌市	B0FFGA1GN7	[]	湖北省宜昌地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	111.322867	30.768423	420000	湖北省	环境监测中心
112.183947,30.346249	郢都路33号	荆州区	荆州市	B0FFGA6GJP	[]	湖北省荆州地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	112.183947	30.346249	420000	湖北省	环境监测中心
113.927704,30.931251	建设路163号	孝南区	孝感市	B0FFFGW73X	[]	湖北省孝感地质环境监测保护站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	113.927704	30.931251	420000	湖北省	环境监测中心
113.121989,31.024743	轻机大道226-2号附近	京山县	荆门市	B02D401LBP	[]	京山县环境检测站	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	113.121989	31.024743	420000	湖北省	环境监测中心
114.341120,29.828368	温泉路80号	咸安区	咸宁市	B02CB01K72	[]	咸宁市水土保持生态环境监测分站	湖北省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	114.341120	29.828368	420000	湖北省	环境监测中心
114.884521,30.458787	东门路37号	黄州区	黄冈市	B0FFGI8URC	[]	世纪阳光幼儿园(湖北省黄冈地质环境监测保护站西)	湖北省	0713-8882953	科教文化服务;学校;幼儿园	141204	114.884521	30.458787	420000	湖北省	环境监测中心
112.124944,32.005646	檀溪街道琵琶山路6号	襄城区	襄阳市	B0FFF00POK	[]	长江水利委员会水文局汉江水文水资源勘测局(琵琶山路)	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	112.124944	32.005646	420000	湖北省	环境监测中心
111.517310,32.537249	均州路街道丹三巷	丹江口市	十堰市	B0FFH5TULP	[]	长江水利委员会水文局汉江水文水资源勘测局(丹三巷)	湖北省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	111.517310	32.537249	420000	湖北省	环境监测中心
109.414357,29.512645	G209(凤翔大道)	来凤县	恩施土家族苗族自治州	B0FFHVLFFM	[]	来凤县环境监督站环境监察大队	湖北省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	109.414357	29.512645	420000	湖北省	环境监测中心
114.890652,30.449201	花园路28号(黄冈市环境监测站对面)	黄州区	黄冈市	B0FFIBKH3R	[]	蜀留香川菜馆	湖北省	18827228669	餐饮服务;中餐厅;四川菜(川菜)	050102	114.890652	30.449201	420000	湖北省	环境监测中心
111.195456,30.466040	龙舟坪镇龙舟大道63号	长阳土家族自治县	宜昌市	B02CD03Z7R	[]	长阳土家族自治县环境保护监测	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	111.195456	30.466040	420000	湖北省	环境监测中心
114.136930,30.622463	临空港大道53号	东西湖区	武汉市	B001B08M38	[]	武汉市东西湖区建设管理站	湖北省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	114.136930	30.622463	420000	湖北省	环境监测中心
109.496566,30.283414	土桥大道10号四栋	恩施市	恩施土家族苗族自治州	B0FFGD346O	[]	湖北省地质局第二地质大队	湖北省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	109.496566	30.283414	420000	湖北省	环境监测中心
114.252438,30.583258	建设大道宝丰路105号云都宾馆南20米	硚口区	武汉市	B0FFHXL0YV	[]	净万家环境检测治理中心	湖北省	15259900612	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	114.252438	30.583258	420000	湖北省	环境监测中心
112.249328,30.320810	碧波路11号	沙市区	荆州市	B02CC0OFQL	[]	荆州市室内环境污染控制与检测中心	湖北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	112.249328	30.320810	420000	湖北省	环境监测中心
113.573289,30.927527	广场大道162号附近	应城市	孝感市	B0FFFV8FSY	[]	呱呱净室内环境检测治理服务中心	湖北省	13886363853;15926858246	生活服务;生活服务场所;生活服务场所	070000	113.573289	30.927527	420000	湖北省	环境监测中心
114.404675,30.517440	石林东路与石林南路交叉口东南150米	洪山区	武汉市	B001B1BWV4	[]	国土资源部武汉资源环境监督检测中心	湖北省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	114.404675	30.517440	420000	湖北省	环境监测中心
114.404675,30.517440	石林东路与石林南路交叉口东南150米国土资源部武汉资源环境监督检测中心附近	洪山区	武汉市	B0FFH1CBZS	[]	中国地质大学分析测试中心	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.404675	30.517440	420000	湖北省	环境监测中心
114.404674,30.517425	石林东路与石林南路交叉口东南150米国土资源部武汉资源环境监督检测中心附近	洪山区	武汉市	B0FFHRK9GG	[]	中国地质大学纳米科技中心(南门)	湖北省	[]	通行设施;建筑物门;建筑物门	991000	114.404674	30.517425	420000	湖北省	环境监测中心
114.404675,30.517440	石林东路与石林南路交叉口东南150米国土资源部武汉资源环境监督检测中心附近	洪山区	武汉市	B0FFHRKAXM	[]	中国地质大学纳米矿物材料工程研究中心	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.404675	30.517440	420000	湖北省	环境监测中心
114.404675,30.517440	石林东路与石林南路交叉口东南150米国土资源部武汉资源环境监督检测中心附近	洪山区	武汉市	B0FFH1D8H8	[]	中国地质大学纳米科技研究所	湖北省	[]	科教文化服务;科研机构;科研机构	141300	114.404675	30.517440	420000	湖北省	环境监测中心
111.320648,30.733469	窑湾乡西湖路32号孵化中心3栋4楼	西陵区	宜昌市	B0FFH2OIZV	[]	武汉华正环境检测技术有限公司宜昌分公司	湖北省	[]	公司企业;公司企业;公司企业	170000	111.320648	30.733469	420000	湖北省	环境监测中心
112.258630,31.717391	振兴大道337号	宜城市	襄阳市	B02C6013EC	[]	宜城市环境保护局	湖北省	0710-4212268	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	112.258630	31.717391	420000	湖北省	环境监测中心
126.704782,45.771296	南直路街道卫星路2号	道外区	哈尔滨市	B01C30085F	[]	黑龙江省环境监测中心站	黑龙江省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	126.704782	45.771296	230000	黑龙江省	环境监测中心
126.604809,45.752500	建国街68号	道里区	哈尔滨市	B01C303A2Y	[]	哈尔滨市环境监测中心站	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	126.604809	45.752500	230000	黑龙江省	环境监测中心
125.139366,46.569029	开发区黎明街道繁荣路2号	龙凤区	大庆市	B01CB008BE	[]	大庆市环境监测中心站	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	125.139366	46.569029	230000	黑龙江省	环境监测中心
129.616821,44.562590	西三条路325号	西安区	牡丹江市	B01C501TCB	[]	牡丹江市环境监测中心站	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	129.616821	44.562590	230000	黑龙江省	环境监测中心
127.521965,50.235836	龙江路69号	爱辉区	黑河市	B01C80MEH8	[]	黑河市环境监测中心站	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	127.521965	50.235836	230000	黑龙江省	环境监测中心
123.938643,47.341237	劳卫路63号	龙沙区	齐齐哈尔市	B01C401VRJ	[]	齐齐哈尔市环境监测中心站(劳卫路)	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	123.938643	47.341237	230000	黑龙江省	环境监测中心
123.952182,47.301369	卜奎南大街505号	龙沙区	齐齐哈尔市	B01C40O5T9	[]	齐齐哈尔市环境监测中心站(卜奎南大街)	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	123.952182	47.301369	230000	黑龙江省	环境监测中心
130.969567,45.294477	和平北大街128号	鸡冠区	鸡西市	B01D300DIG	[]	鸡西市环境监测中心站(迎宾街)	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	130.969567	45.294477	230000	黑龙江省	环境监测中心
130.969223,45.297885	和平北大街128号	鸡冠区	鸡西市	B0FFGXUOQJ	[]	鸡西市环境监测中心站(和平北大街)	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	130.969223	45.297885	230000	黑龙江省	环境监测中心
126.626495,45.763732	霁虹街30号	道里区	哈尔滨市	B0FFH7UM9C	[]	黑龙江省凌霄环境监测中心	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	126.626495	45.763732	230000	黑龙江省	环境监测中心
126.660312,45.741918	文中街4号	南岗区	哈尔滨市	B01C305510	[]	黑龙江省水环境监测中心	黑龙江省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	126.660312	45.741918	230000	黑龙江省	环境监测中心
126.627473,45.744640	西大直街119号	南岗区	哈尔滨市	B01C300DDC	[]	哈尔滨铁路局环境监测中心站	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	126.627473	45.744640	230000	黑龙江省	环境监测中心
123.499437,47.932366	文明大街西50米	甘南县	齐齐哈尔市	B01C400N6F	[]	甘南县环境监测站	黑龙江省	[]	政府机构及社会团体;政府机关;区县级政府及事业单位	130104	123.499437	47.932366	230000	黑龙江省	环境监测中心
126.579992,45.748101	河松街232号	道里区	哈尔滨市	B01C305DK0	[]	农业部黑龙江流域渔业生态环境监测中心	黑龙江省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	126.579992	45.748101	230000	黑龙江省	环境监测中心
123.959472,47.346332	福金街111号	建华区	齐齐哈尔市	B0FFHFO3CR	[]	环境检测中心	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	123.959472	47.346332	230000	黑龙江省	环境监测中心
126.645238,45.712233	哈平路辅路东50米	香坊区	哈尔滨市	B0FFH72VEH	[]	黑龙江省资源环境检测中心	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	126.645238	45.712233	230000	黑龙江省	环境监测中心
126.989706,46.635193	顺风时尚公寓617室	北林区	绥化市	B0FFHPFDQC	[]	绥化室内环境检测中心	黑龙江省	0455-8263617	公司企业;公司;网络科技	170206	126.989706	46.635193	230000	黑龙江省	环境监测中心
132.645369,47.264611	建三江农垦管局七星家园一期22号楼12号车库	富锦市	佳木斯市	B0FFG87E9R	[]	曙标室内环境检测中心	黑龙江省	13734531633	生活服务;生活服务场所;生活服务场所	070000	132.645369	47.264611	230000	黑龙江省	环境监测中心
123.938175,47.341386	劳卫路65号	龙沙区	齐齐哈尔市	B0FFH742S8	[]	黑龙江省水环境监测中心齐齐哈尔分中心	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	123.938175	47.341386	230000	黑龙江省	环境监测中心
129.625920,44.587769	七星街4号	东安区	牡丹江市	B0FFFL1AMN	[]	黑龙江省水环境监测中心牡丹江分中心	黑龙江省	[]	政府机构及社会团体;政府机关;政府机关相关	130100	129.625920	44.587769	230000	黑龙江省	环境监测中心
126.626149,45.777958	地段街217号	道里区	哈尔滨市	B01C305511	[]	黑龙江省水环境监测中心哈尔滨分中心	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	126.626149	45.777958	230000	黑龙江省	环境监测中心
130.359246,46.820700	西林街道通江街5号	向阳区	佳木斯市	B01C60N3HS	[]	黑龙江省水环境监测中心佳木斯分中心	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	130.359246	46.820700	230000	黑龙江省	环境监测中心
126.983495,46.622946	西直南路169号	北林区	绥化市	B01C7008M3	[]	黑龙江省绥化水环境监测分中心	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	126.983495	46.622946	230000	黑龙江省	环境监测中心
127.516822,50.238945	通江路70-74号附近	爱辉区	黑河市	B01C800JEU	[]	黑龙江省水环境监测中心黑河分中心	黑龙江省	0456-8285144	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	127.516822	50.238945	230000	黑龙江省	环境监测中心
129.616821,44.562590	西三条路325号	西安区	牡丹江市	B01C501TCG	[]	中国环境科学学会室内环境监测中心牡丹江室内环境检测站	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	129.616821	44.562590	230000	黑龙江省	环境监测中心
126.557551,45.869891	九章路与春秋北路交叉口西南100米	呼兰区	哈尔滨市	B0FFG12XZT	[]	哈尔滨师范大学3S技术与环境监测评价工程技术研发中心	黑龙江省	[]	公司企业;公司企业;公司企业	170000	126.557551	45.869891	230000	黑龙江省	环境监测中心
126.692308,45.737016	珠江路附43-1附近	香坊区	哈尔滨市	B01C31835F	[]	黑龙江省地质环境监测总站	黑龙江省	[]	政府机构及社会团体;政府机关;省直辖市级政府及事业单位	130102	126.692308	45.737016	230000	黑龙江省	环境监测中心
123.951557,47.301166	卜奎南大街505号南苑开发区	龙沙区	齐齐哈尔市	B01C40O4PJ	[]	齐齐哈尔市环境保护局(卜奎南大街)	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	123.951557	47.301166	230000	黑龙江省	环境监测中心
127.406639,46.084051	北直路(环境监测站西)	巴彦县	哈尔滨市	B0FFG7R0D5	[]	易通文化学校(巴彦县环境监测站西)	黑龙江省	0451-56058222;0451-57514894	科教文化服务;培训机构;培训机构	141400	127.406639	46.084051	230000	黑龙江省	环境监测中心
126.626553,45.763785	尚志街道霁虹街副28-2号	道里区	哈尔滨市	B0FFGZFUBI	[]	黑龙江凌霄室内环境检测有限公司	黑龙江省	18686855615	公司企业;公司;公司	170200	126.626553	45.763785	230000	黑龙江省	环境监测中心
130.368608,46.809247	中山街157号	前进区	佳木斯市	B01C60N3QA	[]	黑龙江省地质环境监测总站佳木斯分站	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	130.368608	46.809247	230000	黑龙江省	环境监测中心
128.873312,47.722225	花园路171号	伊春区	伊春市	B01CA0045F	[]	伊春市环境监察支队	黑龙江省	0458-3647695	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	128.873312	47.722225	230000	黑龙江省	环境监测中心
127.516822,50.238945	通江路70-74号附近	爱辉区	黑河市	B01C800JEV	[]	黑龙江省黑河水文局	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	127.516822	50.238945	230000	黑龙江省	环境监测中心
130.334890,46.798977	长安路1558号	郊区	佳木斯市	B0FFG7I22Q	[]	佳木斯市环境保护局	黑龙江省	[]	政府机构及社会团体;政府机关;地市级政府及事业单位	130103	130.334890	46.798977	230000	黑龙江省	环境监测中心
126.990730,46.642730	北四建安小区D栋1单元	北林区	绥化市	B0FFGP8MTY	[]	室内环境检测治理中心	黑龙江省	15245544355	生活服务;生活服务场所;生活服务场所	070000	126.990730	46.642730	230000	黑龙江省	环境监测中心
126.666082,45.795702	东北新街85-8号	道外区	哈尔滨市	B0FFHFMXW5	[]	室内环境检测治理中心	黑龙江省	18246090111	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	126.666082	45.795702	230000	黑龙江省	环境监测中心
126.604880,45.752406	建国街68号	道里区	哈尔滨市	B01C305GEF	[]	哈尔滨市室内环境污染检测服务中心	黑龙江省	[]	政府机构及社会团体;公检法机构;公证鉴定机构	130505	126.604880	45.752406	230000	黑龙江省	环境监测中心
131.036424,45.772315	东方名苑13号楼	桃山区	七台河市	B0FFIL9D0B	[]	美博士环境检测治理中心	黑龙江省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	131.036424	45.772315	230000	黑龙江省	环境监测中心
126.509837,48.245258	太白东路46	北安市	黑河市	B0FFHO74OX	[]	金卫士室内环境检测治理中心	黑龙江省	[]	政府机构及社会团体;政府及社会团体相关;政府及社会团体相关	130000	126.509837	48.245258	230000	黑龙江省	环境监测中心
129.532189,48.288661	振兴路与长风路交叉口东北100米	新青区	伊春市	B01CA0LWPS	[]	伊春市室内环境检测中心新青咨询服务站	黑龙江省	[]	生活服务;生活服务场所;生活服务场所	070000	129.532189	48.288661	230000	黑龙江省	环境监测中心
132.046790,47.254319	锦都大酒店附近	富锦市	佳木斯市	B0FFHBU4EQ	[]	恒天然室内车内空气环境检测治理服务中心	黑龙江省	[]	汽车服务;汽车服务相关;汽车服务相关	010000	132.046790	47.254319	230000	黑龙江省	环境监测中心
127.503098,46.878518	中央西大街67号附近	庆安县	绥化市	B0FFHB391E	[]	军创佳美室(车)内环境检测治理中心绥化地区总代理	黑龙江省	[]	生活服务;生活服务场所;生活服务场所	070000	127.503098	46.878518	230000	黑龙江省	环境监测中心
